timestamp,goal_x,goal_y,success,error_m,success_radius,kp_linear,kp_angular,max_linear,max_angular,notes
2026-08-05 20:53:32,0,0,True,0.08804181711098248,0.15,0.1,0.25,0.25,0.25,
2026-08-05 20:53:32,-0.5,-0.5,True,0.031421870347634426,0.15,0.1,0.25,0.25,0.25,
